"extension","keyword","field","widget","label","default","min","max","options","variant_defaults"
"base","Open",4,"numberBox","Maximum number of characters per record","80",NA,NA,"",""
"base","Open",5,"listButton","File format switch","Formatted",NA,NA,"Formatted|Unformatted",""
"base","Open",6,"longTextEdit","File name (System does not insure this file exists):","",NA,NA,"",""
"base","PointGrp",1,"textEdit","Specify a 3-10 character Point Group","",NA,NA,"",""
"base","PointGrp",2,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",3,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",4,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",5,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",6,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",7,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",8,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",9,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",10,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",11,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",12,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",13,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",14,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",15,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",16,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",17,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",18,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",19,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",20,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",21,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",22,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",23,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",24,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",25,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",26,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",27,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",28,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",29,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",30,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",31,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",32,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",33,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",34,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",35,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",36,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",37,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",38,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",39,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",40,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",41,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",42,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",43,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",44,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",45,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",46,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",47,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",48,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",49,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",50,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointGrp",51,"numberBox","Point Number","blank",NA,NA,"",""
"base","PointRef",1,"longListButton","Point reference Code","\",NA,NA,"\|1 = point numbers will be as entered in the input data|2 = Point numbers will be the FVS sequential point numbers",""
"base","PrmFrost",1,"scheduleBox","","",NA,NA,"",""
"base","PrmFrost",2,"ak","","",NA,NA,"","ak=ak"
"base","Prune",1,"scheduleBox","","",NA,NA,"",""
"base","Prune",2,"longListButton","Method of pruning","2 = Prune to height; cut no more than specified proportion of crown",NA,NA,"\|1 = Prune to height; no regard to proportion of crown to be left|2 = Prune to height; cut no more than specified proportion of crown|3 = Prune to height; if specified proportion of crown not left, do not prune|4 = Remove specified proportion of the live crown|5 = Remove length; no regard to proportion of crown to be left|6 = Remove length; cut no more than specified proportion of crown|7 = Remove length; if specified proportion of crown not left, do not prune",""
"base","Prune",3,"numberBox","Height or length","0",NA,NA,"",""
"base","Prune",4,"sliderBox","Maximum proportion","0.5",0,1,"",""
"base","Prune",5,"speciesSelection","Species to be pruned","",NA,NA,"",""
"base","Prune",6,"numberBox","Smallest DBH to be considered for pruning (greater than/equal)","0",NA,NA,"",""
"base","Prune",7,"numberBox","Largest DBH to be considered for pruning (less than)","99",NA,NA,"",""
"base","RANNSeed",1,"intNumberBox","Replacement value","55329",NA,NA,"",""
"base","ReadCorD",1,"numberBox","Multiplier for species 1","1.0",NA,NA,"",""
"base","ReadCorD",2,"numberBox","Multiplier for species 2","1.0",NA,NA,"",""
"base","ReadCorD",3,"numberBox","Multiplier for species 3","1.0",NA,NA,"",""
"base","ReadCorD",4,"numberBox","Multiplier for species 4","1.0",NA,NA,"",""
"base","ReadCorD",5,"numberBox","Multiplier for species 5","1.0",NA,NA,"",""
"base","ReadCorD",6,"numberBox","Multiplier for species 6","1.0",NA,NA,"",""
"base","ReadCorD",7,"numberBox","Multiplier for species 7","1.0",NA,NA,"",""
"base","ReadCorD",8,"numberBox","Multiplier for species 8","1.0",NA,NA,"",""
"base","ReadCorD",9,"numberBox","Multiplier for species 9","1.0",NA,NA,"",""
"base","ReadCorD",10,"numberBox","Multiplier for species 10","1.0",NA,NA,"",""
"base","ReadCorD",11,"numberBox","Multiplier for species 11","1.0",NA,NA,"",""
"base","ReadCorD",12,"ak","bm ne nc ls cs wc pn op ws sn ca oc ie ci em so ec tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",13,"ak","bm ne ls cs wc pn op ws sn ca oc ie ci em so ec tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",14,"ak","bm ne ls cs wc pn op ws sn ca oc ie em ci so ec tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",15,"ak","bm ne ls cs wc pn op ws ws sn ca oc ie em ci so ec tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",16,"ak","bm ne ls cs wc pn op ws sn ca oc ie em ci so ec tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",17,"ak","bm ne ls cs wc pn op ws sn ca oc ie em ci so ec tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",18,"ak","bm ne ls cs wc pn op ws sn ca oc ie em ci so ec tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",19,"ak","ne ls cs wc pn op ws sn ca oc ie em ci so ec ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",20,"ak","ne ls cs wc pn op ws sn ca oc ie so ec ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",21,"ak","ne ls cs wc pn op ws sn ca oc ie so ec ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",22,"ak","ne ls cs wc pn op ws sn ca oc ie so ec ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",23,"ak","ne ls cs wc pn op ws sn ca oc ie so ec ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",24,"ne","ls cs wc pn op ws sn ca oc so ec ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",25,"ne","ls cs wc pn op ws sn ca oc so ec cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",26,"ne","ls cs wc pn op ws sn ca oc so ec cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",27,"ne","ls cs wc pn op ws sn ca oc so ec cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",28,"ne","ls cs wc pn op ws sn ca oc so ec cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",29,"ne","ls cs wc pn op ws sn ca oc so ec cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",30,"ne","ls cs wc pn op ws sn ca oc so ec cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",31,"ne","ls cs wc pn op ws sn ca oc so ec cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",32,"ne","ls cs wc pn op ws sn ca oc so ec cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",33,"ne","ls cs wc pn op ws sn ca oc so cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",34,"ne","ls cs wc pn op ws sn ca oc cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",35,"ne","ls cs wc pn op ws sn ca oc cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",36,"ne","ls cs wc pn op ws sn ca oc cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",37,"ne","ls cs wc pn op ws sn ca oc cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",38,"ne","ls cs wc pn op ws sn ca oc cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorD",39,"ne","ls cs wc pn op ws sn ca oc","1.0",NA,NA,"",""
"base","ReadCorD",40,"ne","ls cs sn ca oc ws","1.0",NA,NA,"",""
"base","ReadCorD",41,"ne","ls cs sn ca oc ws","1.0",NA,NA,"",""
"base","ReadCorD",42,"ne","ls cs sn ca oc ws","1.0",NA,NA,"",""
"base","ReadCorD",43,"ne","ls cs sn ca oc ws","1.0",NA,NA,"",""
"base","ReadCorD",44,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorD",45,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorD",46,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorD",47,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorD",48,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorD",49,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorD",50,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorD",51,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",52,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",53,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",54,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",55,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",56,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",57,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",58,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",59,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",60,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",61,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",62,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",63,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",64,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",65,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",66,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",67,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",68,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorD",69,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",70,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",71,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",72,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",73,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",74,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",75,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",76,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",77,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",78,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",79,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",80,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",81,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",82,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",83,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",84,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",85,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",86,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",87,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",88,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",89,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",90,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorD",91,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorD",92,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorD",93,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorD",94,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorD",95,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorD",96,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorD",97,"ne","","1.0",NA,NA,"",""
"base","ReadCorD",98,"ne","","1.0",NA,NA,"",""
"base","ReadCorD",99,"ne","","1.0",NA,NA,"",""
"base","ReadCorD",100,"ne","","1.0",NA,NA,"",""
"base","ReadCorD",101,"ne","","1.0",NA,NA,"",""
"base","ReadCorD",102,"ne","","1.0",NA,NA,"",""
"base","ReadCorD",103,"ne","","1.0",NA,NA,"",""
"base","ReadCorD",104,"ne","","1.0",NA,NA,"",""
"base","ReadCorD",105,"ne","","1.0",NA,NA,"",""
"base","ReadCorD",106,"ne","","1.0",NA,NA,"",""
"base","ReadCorD",107,"ne","","1.0",NA,NA,"",""
"base","ReadCorD",108,"ne","","1.0",NA,NA,"",""
"base","ReadCorH",1,"numberBox","Multiplier for species 1","1.0",NA,NA,"",""
"base","ReadCorH",2,"numberBox","Multiplier for species 2","1.0",NA,NA,"",""
"base","ReadCorH",3,"numberBox","Multiplier for species 3","1.0",NA,NA,"",""
"base","ReadCorH",4,"numberBox","Multiplier for species 4","1.0",NA,NA,"",""
"base","ReadCorH",5,"numberBox","Multiplier for species 5","1.0",NA,NA,"",""
"base","ReadCorH",6,"numberBox","Multiplier for species 6","1.0",NA,NA,"",""
"base","ReadCorH",7,"numberBox","Multiplier for species 7","1.0",NA,NA,"",""
"base","ReadCorH",8,"numberBox","Multiplier for species 8","1.0",NA,NA,"",""
"base","ReadCorH",9,"numberBox","Multiplier for species 9","1.0",NA,NA,"",""
"base","ReadCorH",10,"numberBox","Multiplier for species 10","1.0",NA,NA,"",""
"base","ReadCorH",11,"numberBox","Multiplier for species 11","1.0",NA,NA,"",""
"base","ReadCorH",12,"ak","bm ne nc ls cs wc pn op sn ca oc ws ie em ci  so ec tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",13,"ak","bm ne ls cs wc pn op sn ca oc ws ie em ci  so ec tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",14,"ak","bm ne ls cs wc pn op sn ca oc ws ie em ci  so ec tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",15,"ak","bm ne ls cs wc pn op sn ca oc ws ie em ci  so ec tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",16,"ak","bm ne ls cs wc pn op sn ca oc ws ie em ci  so ec tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",17,"ak","bm ne ls cs wc pn op sn ca oc ws ie em ci  so ec tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",18,"ak","bm ne ls cs wc pn op sn ca oc ws ie em ci  so ec tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",19,"ak","ne ls cs wc pn op sn ca oc ws ie em ci  so ec ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",20,"ak","ne ls cs wc pn op sn ca oc ws ie  so ec ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",21,"ak","ne ls cs wc pn op sn ca oc ws ie  so ec ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",22,"ak","ne ls cs wc pn op sn ca oc ws ie  so ec ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",23,"ak","ne ls cs wc pn op sn ca oc ws ie  so ec ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",24,"ne","ls cs wc pn op sn ca oc ws so ec ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",25,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",26,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",27,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",28,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",29,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",30,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",31,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",32,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",33,"ne","ls cs wc pn op so sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",34,"ne","ls cs wc pn op sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",35,"ne","ls cs wc pn op sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",36,"ne","ls cs wc pn op sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",37,"ne","ls cs wc pn op sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",38,"ne","ls cs wc pn op sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorH",39,"ne","ls cs wc pn op sn ca oc ws","1.0",NA,NA,"",""
"base","ReadCorH",40,"ne","ls cs sn ca oc ws","1.0",NA,NA,"",""
"base","ReadCorH",41,"ne","ls cs sn ca oc ws","1.0",NA,NA,"",""
"base","ReadCorH",42,"ne","ls cs sn ca oc ws","1.0",NA,NA,"",""
"base","ReadCorH",43,"ne","ls cs sn ca oc ws","1.0",NA,NA,"",""
"base","ReadCorH",44,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorH",45,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorH",46,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorH",47,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorH",48,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorH",49,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorH",50,"ne","ls cs sn ca oc","1.0",NA,NA,"",""
"base","ReadCorH",51,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",52,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",53,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",54,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",55,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",56,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",57,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",58,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",59,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",60,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",61,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",62,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",63,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",64,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",65,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",66,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",67,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",68,"ne","ls cs sn","1.0",NA,NA,"",""
"base","ReadCorH",69,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",70,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",71,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",72,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",73,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",74,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",75,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",76,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",77,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",78,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",79,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",80,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",81,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",82,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",83,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",84,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",85,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",86,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",87,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",88,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",89,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",90,"ne","cs sn","1.0",NA,NA,"",""
"base","ReadCorH",91,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorH",92,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorH",93,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorH",94,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorH",95,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorH",96,"ne","cs","1.0",NA,NA,"",""
"base","ReadCorH",97,"ne","","1.0",NA,NA,"",""
"base","ReadCorH",98,"ne","","1.0",NA,NA,"",""
"base","ReadCorH",99,"ne","","1.0",NA,NA,"",""
"base","ReadCorH",100,"ne","","1.0",NA,NA,"",""
"base","ReadCorH",101,"ne","","1.0",NA,NA,"",""
"base","ReadCorH",102,"ne","","1.0",NA,NA,"",""
"base","ReadCorH",103,"ne","","1.0",NA,NA,"",""
"base","ReadCorH",104,"ne","","1.0",NA,NA,"",""
"base","ReadCorH",105,"ne","","1.0",NA,NA,"",""
"base","ReadCorH",106,"ne","","1.0",NA,NA,"",""
"base","ReadCorH",107,"ne","","1.0",NA,NA,"",""
"base","ReadCorH",108,"ne","","1.0",NA,NA,"",""
"base","ReadCorR",1,"numberBox","Multiplier for species 1","1.0",NA,NA,"",""
"base","ReadCorR",2,"numberBox","Multiplier for species 2","1.0",NA,NA,"",""
"base","ReadCorR",3,"numberBox","Multiplier for species 3","1.0",NA,NA,"",""
"base","ReadCorR",4,"numberBox","Multiplier for species 4","1.0",NA,NA,"",""
"base","ReadCorR",5,"numberBox","Multiplier for species 5","1.0",NA,NA,"",""
"base","ReadCorR",6,"numberBox","Multiplier for species 6","1.0",NA,NA,"",""
"base","ReadCorR",7,"numberBox","Multiplier for species 7","1.0",NA,NA,"",""
"base","ReadCorR",8,"numberBox","Multiplier for species 8","1.0",NA,NA,"",""
"base","ReadCorR",9,"numberBox","Multiplier for species 9","1.0",NA,NA,"",""
"base","ReadCorR",10,"numberBox","Multiplier for species 10","1.0",NA,NA,"",""
"base","ReadCorR",11,"numberBox","Multiplier for species 11","1.0",NA,NA,"",""
"base","ReadCorR",12,"ak","bm ne nc ls cs wc pn op sn ie em ci so ec ca oc ws tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",13,"ak","bm ne ls cs wc pn op sn ie em ci so ec ca oc ws tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",14,"ak","bm ne ls cs wc pn op sn ie em ci so ec ca oc ws tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",15,"ak","bm ne ls cs wc pn op sn ie em ci so ec ca oc ws tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",16,"ak","bm ne ls cs wc pn op sn ie em ci so ec ca oc ws tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",17,"ak","bm ne ls cs wc pn op sn ie em ci so ec ca oc ws tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",18,"ak","bm ne ls cs wc pn op sn ie em ci so ec ca oc ws tt ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",19,"ak","ne ls cs wc pn op sn ie em ci so ec ca oc ws ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",20,"ak","ne ls cs wc pn op sn ie so ec ca oc ws ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",21,"ak","ne ls cs wc pn op sn ie so ec ca oc ws ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",22,"ak","ne ls cs wc pn op sn ie so ec ca oc ws ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",23,"ak","ne ls cs wc pn op sn ie so ec ca oc ws ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",24,"ne","ls cs wc pn op sn ca oc ws so ec ut cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",25,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",26,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",27,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",28,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",29,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
"base","ReadCorR",30,"ne","ls cs wc pn op so ec sn ca oc ws cr sw sp bp sf lp","1.0",NA,NA,"",""
